X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT
2029315.385354548692703,717508.99299556016922,50,Apex Nature Park - Pedestrian Entrance,Apex Nature Park,Pedestrian Entrance,Seymour Athletic Fields,,Town of Apex,"2600 Evans Rd., Apex, NC","2500 Evans Rd., Apex, NC",https://www.apexnc.org/800/Nature-Park-Seymour-Athletic-Fields,919-249-3402,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,35.717099,-78.905361,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2028834.634019464254379,716872.789543554186821,51,Apex Nature Park (Seymour Athletic Fields) - Evans Rd Entrance,Apex Nature Park (Seymour Athletic Fields),Evans Rd Entrance,Seymour Athletic Fields,,Town of Apex,2500 Evans Road,2600 Evan Road,https://www.apexnc.org/800/Nature-Park-Seymour-Athletic-Fields,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,35.719409,-78.903012,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2115783.264583796262741,733603.137972563505173,52,Apollo Heights Park - Greenway Entrance,Apollo Heights Park,Greenway Entrance,Ralph Campbell,,City of Raleigh,"756 Lunar Dr, Raleigh, NC","756 Lunar Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/AnnieLWilkersonNaturePreservePark.html,919-250-2757,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.764905,-78.609241,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2116034.249974220991135,733650.875081807374954,53,Apollo Heights Park - Lunar Dr Entrance,Apollo Heights Park,Lunar Dr Entrance,Ralph Campbell,,City of Raleigh,"756 Lunar Dr, Raleigh, NC","756 Lunar Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/AnnieLWilkersonNaturePreservePark.html,919-250-2757,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.764905,-78.609241,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2098255.70810355246067,786368.218137726187706,54,Baileywick Road Park - Baileywick Rd Entrance,Baileywick Road Park,Baileywick Rd Entrance,,,City of Raleigh,"9501 Baileywick Rd, Raleigh, NC","9501 Baileywick Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BaileywickPark.html,919-870-2911,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.907949,-78.668549,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2097854.020258635282516,783468.751495733857155,55,Baileywick Road Park - Greenway Entrance,Baileywick Road Park,Greenway Entrance,,,City of Raleigh,"9501 Baileywick Rd, Raleigh, NC","9501 Baileywick Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BaileywickPark.html,919-870-2911,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.907949,-78.668549,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2097859.118017464876175,783908.575091138482094,56,Baileywick Road Park - Greenway Entrance,Baileywick Road Park,Greenway Entrance,,,City of Raleigh,"9501 Baileywick Rd, Raleigh, NC","9501 Baileywick Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BaileywickPark.html,919-870-2911,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.907949,-78.668549,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2067127.674559220671654,678017.233724638819695,57,Ballentine School Park - N McLaurin Ln Entrance,Ballentine School Park,N McLaurin Ln Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2066791.550559550523758,677966.457907557487488,58,Ballentine School Park - Pedestrian Entrance,Ballentine School Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2067701.600904807448387,678289.393285304307938,59,Ballentine School Park - Pedestrian Entrance,Ballentine School Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2066841.201378881931305,678739.732935816049576,60,Ballentine School Park - Pedestrian Entrance,Ballentine School Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2086156.663404047489166,685447.442289397120476,61,Banks Road Fields - Chambers Rd Entrance,Banks Road Fields,Chambers Rd Entrance,,,Town of Fuquay-Varina,"10225 Chambers Road, Fuquay-Varina, NC","10225 Chambers Road, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/banks-road.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.633254,-78.709959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2131910.264153882861137,721338.745506644248962,62,Barwell Road Park - Barwell Rd Entrance,Barwell Road Park,Barwell Rd Entrance,,,City of Raleigh,"3935 Barwell Rd, Raleigh, NC","3935 Barwell Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BarwellRoadCommunityCenter.html,919-329-5994,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,35.730479,-78.551483,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2132116.748977139592171,721940.791874721646309,63,Barwell Road Park - Barwell Rd Entrance,Barwell Road Park,Barwell Rd Entrance,,,City of Raleigh,"3935 Barwell Rd, Raleigh, NC","3935 Barwell Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BarwellRoadCommunityCenter.html,919-329-5994,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,35.730479,-78.551483,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2059136.387392222881317,687822.478549808263779,64,Bass Lake Park - Bass Lake Rd Entrance,Bass Lake Park,Bass Lake Rd Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.641441,-78.801340,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2058235.697264477610588,689106.187268480658531,65,Bass Lake Park - Bass Lake Rd Entrance,Bass Lake Park,Bass Lake Rd Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.641441,-78.801340,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2056686.168867468833923,687835.182264566421509,66,Bass Lake Park - Greenway Entrance,Bass Lake Park,Greenway Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.641441,-78.801340,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2056983.062958717346191,685883.014580979943275,67,Bass Lake Park - Greenway Entrance,Bass Lake Park,Greenway Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.641441,-78.801340,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2131542.74979704618454,776547.313238888978958,68,Berkshire Downs West Park - Mcguire Dr Entrance,Berkshire Downs West Park,Mcguire Dr Entrance,,,City of Raleigh,"8105 McGuire Dr, Raleigh, NC","8105 McGuire Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundBerkshireDownsWest.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.882057,-78.556433,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2110496.823385059833527,726016.161020562052727,69,Biltmore Hills Park - Crown Crossing Ln Entrance,Biltmore Hills Park,Crown Crossing Ln Entrance,,,City of Raleigh,"2615 Fitzgerald Dr, Raleigh, NC","2615 Fitzgerald Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BiltmoreHills.html,919-831-6895,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,35.745947,-78.627026,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2110350.50248347222805,727528.667181894183159,70,Biltmore Hills Park - Fitzgerald Dr Entrance,Biltmore Hills Park,Fitzgerald Dr Entrance,,,City of Raleigh,"2615 Fitzgerald Dr, Raleigh, NC","2615 Fitzgerald Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BiltmoreHills.html,919-831-6895,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,35.745947,-78.627026,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2062118.330903381109238,746828.813620895147324,71,Black Creek Greenway Trailhead - NW Maynard Rd Entrance,Black Creek Greenway Trailhead,NW Maynard Rd Entrance,,,Town of Cary,"2055 NW Maynard Road, Cary, NC","2055 NW Maynard Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/black-creek-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.801406,-78.791817,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2102281.552742138504982,808825.020336896181107,72,Blue Jay Point County Park - Pedestrian Entrance,Blue Jay Point County Park,Pedestrian Entrance,,,Wake County,"3200 Pleasant Union Church Road, Raleigh, NC 27614","3200 Pleasant Union Church Road, Raleigh, NC 27614",http://www.wakegov.com/parks/bluejay/Pages/default.aspx,919-870-4330,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.968917,-78.642750,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
2105047.001607552170753,804612.075022637844086,73,Blue Jay Point County Park - Pedestrian Entrance,Blue Jay Point County Park,Pedestrian Entrance,,,Wake County,"3200 Pleasant Union Church Road, Raleigh, NC 27614","3200 Pleasant Union Church Road, Raleigh, NC 27614",http://www.wakegov.com/parks/bluejay/Pages/default.aspx,919-870-4330,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.968917,-78.642750,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
2105185.336632713675499,807300.101470723748207,74,Blue Jay Point County Park - Pleasant Union Church Rd Entrance,Blue Jay Point County Park,Pleasant Union Church Rd Entrance,,,Wake County,"3200 Pleasant Union Church Road, Raleigh, NC 27614","3200 Pleasant Union Church Road, Raleigh, NC 27614",http://www.wakegov.com/parks/bluejay/Pages/default.aspx,919-870-4330,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.968917,-78.642750,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes
2108002.656457379460335,733882.873305484652519,75,Bragg Street Park - Bragg St Entrance,Bragg Street Park,Bragg St Entrance,,,City of Raleigh,"1116 South Person St, Raleigh, NC","1116 South Person St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BraggStreetPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.765959,-78.635931,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2118386.249863386154175,756713.687551900744438,76,Brentwood Park - Brentwood Rd Entrance,Brentwood Park,Brentwood Rd Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BrentwoodCenter.html,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.828500,-78.599548,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2119160.29457513988018,757022.401173308491707,77,Brentwood Park - Greenway Entrance,Brentwood Park,Greenway Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BrentwoodCenter.html,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.828500,-78.599548,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2119438.379320800304413,756217.141300886869431,78,Brentwood Park - Greenway Entrance,Brentwood Park,Greenway Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BrentwoodCenter.html,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.828500,-78.599548,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2118919.897090047597885,757576.877098470926285,79,Brentwood Park - Greenway Entrance,Brentwood Park,Greenway Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BrentwoodCenter.html,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.828500,-78.599548,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2057473.640061557292938,782539.226123809814453,80,Brier Creek Park - Bruckhaus St Entrance,Brier Creek Park,Bruckhaus St Entrance,,,City of Raleigh,"10810 Globe Rd, Raleigh, NC","10810 Globe Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BrierCreekCommunityCenter.html,919-420-2340,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.900527,-78.806363,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2057073.441386893391609,783185.400356397032738,81,Brier Creek Park - Pedestrian Entrance,Brier Creek Park,Pedestrian Entrance,,,City of Raleigh,"10810 Globe Rd, Raleigh, NC","10810 Globe Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BrierCreekCommunityCenter.html,919-420-2340,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.900527,-78.806363,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2092840.672345727682114,765228.021573066711426,82,Brookhaven Nature Park - Berkeley St Entrance,Brookhaven Nature Park,Berkeley St Entrance,,,City of Raleigh,"5125 Berkeley St, Raleigh, NC","5125 Berkeley St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6856,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.853880,-78.686230,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2093537.827775552868843,766243.271182984113693,83,Brookhaven Nature Park - Pedestrian Entrance,Brookhaven Nature Park,Pedestrian Entrance,,,City of Raleigh,"5125 Berkeley St, Raleigh, NC","5125 Berkeley St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6856,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.853880,-78.686230,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2093885.615465804934502,765664.715581566095352,84,Brookhaven Nature Park - Pedestrian Entrance,Brookhaven Nature Park,Pedestrian Entrance,,,City of Raleigh,"5125 Berkeley St, Raleigh, NC","5125 Berkeley St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6856,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.853880,-78.686230,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2135794.699954554438591,761282.197443723678589,85,Buffaloe Road Athletic Park - Buffaloe Rd Entrance,Buffaloe Road Athletic Park,Buffaloe Rd Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BuffaloeRoadAthleticPark.html,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.838362,-78.537282,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2139055.688511297106743,761047.227441221475601,86,Buffaloe Road Athletic Park - Greenway Entrance,Buffaloe Road Athletic Park,Greenway Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BuffaloeRoadAthleticPark.html,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.838362,-78.537282,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2138222.991357803344727,761476.780059814453125,87,Buffaloe Road Athletic Park - Greenway Entrance,Buffaloe Road Athletic Park,Greenway Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BuffaloeRoadAthleticPark.html,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.838362,-78.537282,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2138936.310797303915024,761466.893268555402756,88,Buffaloe Road Athletic Park - Greenway Entrance,Buffaloe Road Athletic Park,Greenway Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BuffaloeRoadAthleticPark.html,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.838362,-78.537282,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2136469.622489213943481,761501.779025554656982,89,Buffaloe Road Athletic Park - Pedestrian Entrance,Buffaloe Road Athletic Park,Pedestrian Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/BuffaloeRoadAthleticPark.html,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.838362,-78.537282,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2138882.49988129734993,763731.187952563166618,90,Buffaloe Road Canoe Launch - Elizabeth Dr Entrance,Buffaloe Road Canoe Launch,Elizabeth Dr Entrance,,,City of Raleigh,"4901 Elizabeth Dr, Raleigh, NC","4901 Elizabeth Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.847667,-78.530864,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2139037.648849219083786,763439.173772811889648,91,Buffaloe Road Canoe Launch - Greenway Entrance,Buffaloe Road Canoe Launch,Greenway Entrance,,,City of Raleigh,"4901 Elizabeth Dr, Raleigh, NC","4901 Elizabeth Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.847667,-78.530864,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2139156.633191302418709,763939.729530230164528,92,Buffaloe Road Canoe Launch - Greenway Entrance,Buffaloe Road Canoe Launch,Greenway Entrance,,,City of Raleigh,"4901 Elizabeth Dr, Raleigh, NC","4901 Elizabeth Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.847667,-78.530864,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2042996.322887644171715,720945.57273656129837,93,C C Jones Park - Holleman St Entrance,C C Jones Park,Holleman St Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes
2042616.452912464737892,720777.635080307722092,94,C C Jones Park - Pedestrian Entrance,C C Jones Park,Pedestrian Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No
2043313.929207801818848,720769.887064307928085,95,C C Jones Park - Pedestrian Entrance,C C Jones Park,Pedestrian Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No
2042717.012750715017319,720948.413282066583633,96,C C Jones Park - Upchurch St Entrance,C C Jones Park,Upchurch St Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes
2102339.50013279914856,740595.375300392508507,97,Cameron Park - E Park Dr Entrance,Cameron Park,E Park Dr Entrance,,,City of Raleigh,220 W Park Dr,,https://www.raleighnc.gov/parks/content/Departments/Articles/ParksandRecreation.html,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No
2103184.919045642018318,741446.477272734045982,98,Cameron Park - Park Dr Entrance,Cameron Park,Park Dr Entrance,,,City of Raleigh,220 W Park Dr,,https://www.raleighnc.gov/parks/content/Departments/Articles/ParksandRecreation.html,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No
