X,Y,OBJECTID,NAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,FORLOCATOR
2147614.098231717944145,803182.008657068014145,734,Smith Creek Soccer Center,,,Town of Wake Forest,"690 Heritage Lake Rd, Wake Forest, NC","690 Heritage Lake Rd, Wake Forest, NC",http://www.wakeforestnc.gov/smith-creek-soccer-center.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,35.955823,-78.501277,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2111377.252070382237434,707540.440754219889641,737,South Garner Park,,,Town of Garner,"1210 Poole Drive, Garner NC, 27529","1210 Poole Drive, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=24,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.692472,-78.625674,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2059264.896977722644806,663335.737169057130814,743,South Park,,,Town of Fuquay-Varina,"900 South Main Street, Fuquay-Varina, NC","900 South Main Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/south-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,35.571857,-78.802875,Splash Pad,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2116231.053714469075203,729967.463485389947891,744,Southgate Park,Sgt. Courtney T. Johnson Community Center,,City of Raleigh,"1801 Proctor Rd, Raleigh, NC","1801 Proctor Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SgtCourtneyTJohnsonCommunityCenter.html,919-831-6719,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.755112,-78.607825,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2127006.25033988058567,767499.999968722462654,749,Spring Forest Road Park,,,City of Raleigh,"4203 Spring Forest Rd, Raleigh, NC","4203 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringForestRoadPark.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,35.858878,-78.568833,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2093192.749725550413132,738281.437342971563339,750,Spring Park,,,City of Raleigh,"1422 Collegeview Ave, Raleigh, NC","1422 Collegeview Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.778301,-78.686080,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2084575.399178132414818,785482.979750722646713,752,Strickland Road Neighborhood Park,,,City of Raleigh,"12804 Strickland Rd, Raleigh, NC","12804 Strickland Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundStricklandRoad.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.910070,-78.714739,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2044804.709690809249878,717136.216182067990303,753,Sue Helton Park,,,Town of Apex,"201 Matney Ln., Apex, NC","703 Matney Ln., Apex, NC",http://www.apexnc.org/services/parks-recreation-cultural-resources/park-facilities/sue-helton-park,919-249-3402,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.720307,-78.849308,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2079207.877432882785797,725971.865177392959595,755,Swift Creek Elementary School Park,,,Wake County Public School System,"5601 Tryon Rd, Raleigh, NC","5601 Tryon Rd, Raleigh, NC",http://www.wcpss.net/swiftcreekes,(919) 233-4320,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2060902.663715302944183,720659.980788066983223,763,Symphony Lake Park,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2111755.182416886091232,739723.621138393878937,764,Tarboro Road Park,Saint Monica Teen Center,,City of Raleigh,"121 N Tarboro St, Raleigh, NC","121 N Tarboro St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/TarboroRdMainPage.html,919-831-6505,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.781204,-78.622861,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes
2146755.276458546519279,813179.509659394621849,767,Taylor Street Park,,,Town of Wake Forest,"416 N Taylor St, Wake Forest, NC","416 N Taylor St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_taylor.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,35.982694,-78.504344,Park has a Sprayground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2050861.171659216284752,690083.805720061063766,771,The PIT Soccer Field,,,Town of Holly Springs,"301 Stinson Ave., Holly Springs, NC","301 Stinson Ave., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=312,(919) 557-9601,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,35.646735,-78.829266,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2100361.108092218637466,738855.750826895236969,776,Theatre in the Park (Pullen Park),,,City of Raleigh,"107 Pullen Road, Raleigh, NC","107 Pullen Road, Raleigh, NC",http://www.theatreinthepark.com/,919-831-6936,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2031395.880209296941757,746307.069913730025291,784,Thomas E. Brooks Park,Thomas Brooks Athletic Complex,,Town of Cary,"9008 Green Level Church Road, Cary, NC","9008 Green Level Church Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/thomas-brooks-park,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.795202,-78.900379,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2084166.022372215986252,735172.14205239713192,787,Thomas G. Crowder Woodland Center,,,City of Raleigh,"5611 Jaguar Park Dr, Raleigh, NC","5611 Jaguar Park Dr, Raleigh, NC",https://www.raleighnc.gov/parks/content/ParksRec/Articles/Parks/TGCWoodlandCenter.html,919-996-3141,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2108261.99977071583271,703258.687506720423698,788,Thompson Road Park,,,Town of Garner,"550 Thompson Road, Garner NC, 27529","550 Thompson Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=6,919-773-4444,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.682316,-78.633112,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2049063.853403463959694,698658.244935974478722,789,Ting Park,,,Town of Holly Springs,1151 N. Main St.,"Holly Springs, NC 27540",https://www.hollyspringsnc.us/607/Ting-Park,(919) 746-8300,,Yes,,,,,,,,,Yes,Yes,,,,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2108419.030952721834183,740941.944161057472229,793,Tucker House,,,City of Raleigh,"418 N Person St, Raleigh, NC","418 N Person St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HRMTucker.html,919-831-6009,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.785316,-78.634265,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2176780.596985220909119,726727.865633890032768,794,Turnipseed Nature Preserve,Hunt Valley Entrance,,Wake County,7100 Hunt Valley Trail,"Wendell, NC 27591",http://www.wakegov.com/parks/turnipseed/Pages/default.aspx,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2141674.860110223293304,808759.226833313703537,797,Tyler Run Park,,,Town of Wake Forest,"830 Pineview Dr, Wake Forest, NC","830 Pineview Dr, Wake Forest, NC",http://www.wakeforestnc.gov/tyler-run-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.971816,-78.522492,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2067795.664036884903908,741924.190556138753891,798,Urban Park,,,Town of Cary,"414 E Chatham Street, Cary, NC","414 E Chatham Street, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/urban-park,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.788604,-78.772030,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2031395.880209296941757,746307.069913730025291,802,USA Baseball at Brooks Park,USA Baseball National Training Center,,Town of Cary,"7445 Green Hope School Road, Cary, NC","7445 Green Hope School Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/facilities/usa-baseball-national-training-complex,919-387-5844,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.802200,-78.892300,"Concessions, Gift Shop",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2109982.903153046965599,740669.276727393269539,805,Vallie Henderson Park,,,City of Raleigh,"314 Linden Ave, Raleigh, NC","314 Linden Ave, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.784470,-78.629083,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2098284.570906713604927,694078.653045311570168,806,Vance Elementary School Park,,,Wake County Public School System,"8808 Old Stage Rd, Raleigh, NC","8808 Old Stage Rd, Raleigh, NC",http://www.wcpss.net/vancees,(919) 662-2472,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2096972.249712467193604,758388.812482476234436,807,Varnell Park,,,City of Raleigh,"2104 Varnell Ave, Raleigh, NC","2104 Varnell Ave, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,35.833474,-78.672768,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2067782.528236389160156,753684.992493808269501,808,Veterans Freedom Park,,,Town of Cary,"1517 N Harrison Ave, Cary, NC","1517 N Harrison Ave, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/veterans-freedom-park,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2051238.918279051780701,695679.354896396398544,811,Veterans Park,,,Town of Holly Springs,"600 Bikram Dr., Holly Springs, NC","600 Bikram Dr., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=336,(919) 557-9600,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.662686,-78.827575,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2145033.89341838657856,808149.495769307017326,814,Wake Forest Kiwanis Park,,,Town of Wake Forest,"404 E Holding Ave, Wake Forest, NC","404 E Holding Ave, Wake Forest, NC",http://www.wakeforestnc.gov/kiwanis-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.970094,-78.509999,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2150482.743741139769554,808574.659617140889168,818,Wake Forest Reservoir Soft Trails,,,Town of Wake Forest,,,https://www.wakeforestnc.gov/parks-recreation-cultural-resources/greenways/trails/wake-forest-reservoir-soft-trails,919-435-9512,,,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2073074.174149140715599,742679.071592316031456,820,WakeMed Soccer Park,,,Town of Cary,"950 E Chatham Street, Cary, NC","950 E Chatham Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Facilities/Sports_Facilities/WakeMed_Soccer_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.790248,-78.753053,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2123731.001312971115112,732215.954723313450813,824,Walnut Creek Softball Complex,Walnut Creek Softball Complex,,City of Raleigh,"1201 Sunnybrook Rd, Raleigh, NC","1201 Sunnybrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-250-2725,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.761005,-78.578907,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2111058.605726048350334,732005.349501475691795,830,Walnut Creek Wetland Center,Walnut Creek Park,,City of Raleigh,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WalnutCreekWetlandCenter.html,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.760608,-78.625013,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2073135.475535720586777,732804.719621896743774,832,Walnut Street Park,,,Town of Cary,"1420 Walnut Street, Cary, NC","1420 Walnut Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Walnut_Street_Park.htm,,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.764216,-78.753836,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2106715.523532971739769,734221.175778478384018,835,Walnut Terrace Park,,,City of Raleigh,"1256 McCauley St, Raleigh, NC","1256 McCauley St, Raleigh, NC",https://www.raleighnc.gov/parks/content/ParksRec/Articles/Parks/WalnutTerrace.html,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2184311.834547385573387,740016.695027306675911,838,Wendell Park,,,Town of Wendell,"601 W. Third Street, Wendell, NC","601 W. Third Street, Wendell, NC",http://www.townofwendell.com/departments/parks-and-recreation,(919) 366-2266,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2042728.213843807578087,719393.209043398499489,839,West Street Park,,,Town of Apex,"108 West St., Apex, NC","108 West St., Apex, NC",https://www.apexnc.org/796/Neighborhood-Parks,919-249-3402,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.725949,-78.856099,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2111320.695424973964691,701545.669935390353203,841,White Deer Park,,,Town of Garner,"2400 Aversboro Road, Garner NC, 27529","2400 Aversboro Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=25,919-661-6982,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,35.680124,-78.622183,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2041341.401984885334969,736917.00372014939785,848,White Oak Park,,,Town of Cary,"1216 Jenks Carpenter Road, Cary, NC","1216 Jenks Carpenter Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/White_Oak_Park.htm,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.775528,-78.859416,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2201218.37094421684742,756134.453802227973938,852,Whitley Park,,,Town of Zebulon,"601 N Wakefield St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2133027.24682804942131,780983.326676562428474,856,Wildwood Forest Elementary School Park,,,City of Raleigh,"8401 Wild Wood Forest Dr, Raleigh, NC","8401 Wild Wood Forest Dr, Raleigh, NC",http://www.wcpss.net/wildwoodforestes,(919) 713-0600,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2073966.79375496506691,779118.410130813717842,857,William B. Umstead State Park - Crabtree Creek Entrance,,,State of North Carolina,"8801 Glenwood Avenue, Raleigh, NC 27617","8801 Glenwood Avenue, Raleigh, NC 27617",http://www.ncparks.gov/Visit/parks/wium/main.php,919-571-4170,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.890500,-78.750200,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2071002.278030470013618,758292.011494979262352,862,William B. Umstead State Park - Reedy Creek Entrance,,,State of North Carolina,"1800 N. Harrison Ave., Cary, NC  27513","1800 N. Harrison Ave., Cary, NC  27513",http://www.ncparks.gov/Visit/parks/wium/main.php,919-571-4171,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.834600,-78.760000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2057719.516538307070732,669148.90533272922039,865,William Freeman Park,,,Town of Fuquay-Varina,"210 Lawrence Street, Fuquay-Varina, NC","210 Lawrence Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/lawrence-street-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.587016,-78.805825,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2098783.943595632910728,772159.980806231498718,866,Williams Park,,,City of Raleigh,"1525 Lynn Rd, Raleigh, NC","1525 Lynn Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WilliamsPark.html,919-420-2329,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,35.869589,-78.665655,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2081198.307507142424583,671032.120398312807083,870,Willow Springs Elementary School Park,,,Wake County Public School System,"6800 Dwight Rowland Rd, Willow Springs, NC","6800 Dwight Rowland Rd, Willow Springs, NC",http://www.wcpss.net/willowspringses,(919) 557-2770,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2096740.446370303630829,748686.879130482673645,871,Windemere Beaver Dam Park,,,City of Raleigh,"1500 Nottingham Rd, Raleigh, NC","1500 Nottingham Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WindemereBeaverDamPark.html,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,35.807323,-78.673820,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2090321.839456886053085,768810.834289312362671,888,Wooten Meadows Park,,,City of Raleigh,"2801 West Millbrook Rd, Raleigh, NC","2801 West Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundWootenMeadows.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,35.860396,-78.694756,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2123898.854979887604713,733343.305158898234367,892,Worthdale Park,,,City of Raleigh,"1001 Cooper Rd, Raleigh, NC","1001 Cooper Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/WorthdaleMainPage.html,919-250-2730,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,35.762910,-78.585817,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2204540.262922465801239,753197.80317947268486,893,Zebulon Community Park,,,Town of Zebulon,"401 S Arendell Ave, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
